Business Legal Name,City,zipcode,Race or Ethnicity,Gender,Race Adjusted,Ethnicity Adjusted,Top City,Chicago Region,Illinois Region
"Normal, LLC",Chicago,60647,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
Subterranean Limited Partnership,Chicago,60647,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
www.divinoninoband.com,Chicago,60647,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,Northwest,City of Chicago
David Goodloe,Chicago,60649,American Indian/Native American or Alaska Native,Male,American Indian/Native American or Alaska Native,,Chicago,Far South,City of Chicago
"A Touch of Classical Plus, Inc.",Chicago,60649,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
AgapeVibes Entertainment LLC,Chicago,60649,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
ART BY LA,Chicago,60649,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
"B.FLI Productions, Inc.",Chicago,60649,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
Cayenne Couture Atelier,Chicago,60649,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
CDLT (Clan De La Tribu),Chicago,60649,Black or African American,Male,Black or African American,,Chicago,Far South,City of Chicago
Essie Marie's Heart Healthy,Chicago,60649,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
Eventology LLC,Chicago,60649,Black or African American,Male,Black or African American,,Chicago,Far South,City of Chicago
LEBOLH'S ENTERTAINMENT,Chicago,60649,Black or African American,Male,Black or African American,,Chicago,Far South,City of Chicago
M.Sculpt,Chicago,60649,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
Paratopia Films,Chicago,60649,Black or African American,Male,Black or African American,,Chicago,Far South,City of Chicago
"Sharyon Anita, Inc.",Chicago,60649,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
THEODIS RODGERS JR,Chicago,60649,Black or African American,Male,Black or African American,,Chicago,Far South,City of Chicago
Unique'z,Chicago,60649,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
"Ethan Sellers Music, LLC",Chicago,60649,White,Male,White,,Chicago,Far South,City of Chicago
Anthony De Jesus,Chicago,60651,American Indian/Native American or Alaska Native Hispanic or Latino/a/x,Male,American Indian/Native American or Alaska Native,Hispanic or Latino/a/x,Chicago,West Side,City of Chicago
DJLIPGLOSS Entertainment LLC,Chicago,60651,Black or African American,Female,Black or African American,,Chicago,West Side,City of Chicago
GOODSINNERS LLC,Chicago,60651,Black or African American,Male,Black or African American,,Chicago,West Side,City of Chicago
GOODSINNERS LLC,Chicago,60651,Black or African American,Male,Black or African American,,Chicago,West Side,City of Chicago
Emma Hospelhorn Inc.,Chicago,60651,I decline to answer,Female,I decline to answer,,Chicago,West Side,City of Chicago
Aaron Day,Chicago,60651,White,Male,White,,Chicago,West Side,City of Chicago
Closed Sessions LLC,Chicago,60651,White,Male,White,,Chicago,West Side,City of Chicago
"GlitterGuts Photography, Inc",Chicago,60651,White,Female,White,,Chicago,West Side,City of Chicago
Kristofer Hansen,Chicago,60651,White,Not listed,White,,Chicago,West Side,City of Chicago
Loupe LLC,Chicago,60651,White,Male,White,,Chicago,West Side,City of Chicago
Specimen Products Inc,Chicago,60651,White,Male,White,,Chicago,West Side,City of Chicago
A Work of Art Too,Chicago,60652,Black or African American,Female,Black or African American,,Chicago,Southwest,City of Chicago
jeremy taylor,Chicago,60652,Black or African American,Male,Black or African American,,Chicago,Southwest,City of Chicago
Ken The Messenger,Chicago,60652,Black or African American,Male,Black or African American,,Chicago,Southwest,City of Chicago
ARCHI-TREASURES ASSOCIATION,Chicago,60653,Asian American,Female,Asian American,,Chicago,Mid South,City of Chicago
Alpha Bruton,Chicago,60653,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
Bronzeville Helping Hand INC.,Chicago,60653,Black or African American,Male,Black or African American,,Chicago,Mid South,City of Chicago
"Building Community Foundation, INC",Chicago,60653,Black or African American,Male,Black or African American,,Chicago,Mid South,City of Chicago
Darren Jones,Chicago,60653,Black or African American,Male,Black or African American,,Chicago,Mid South,City of Chicago
Diasporal Rhythms NFP,Chicago,60653,Black or African American,Male,Black or African American,,Chicago,Mid South,City of Chicago
Digital Cafe LLC,Chicago,60653,Black or African American,Male,Black or African American,,Chicago,Mid South,City of Chicago
Gallery Guichard LLC.,Chicago,60653,Black or African American,Male,Black or African American,,Chicago,Mid South,City of Chicago
Inspire by Tyler LLC,Chicago,60653,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
Jayinex Inc,Chicago,60653,Black or African American,Male,Black or African American,,Chicago,Mid South,City of Chicago
"JNJ Creative, LLC",Chicago,60653,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
Planet Soul Universal Productions,Chicago,60653,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
Rhonda Lee Preston,Chicago,60653,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
YellowBrick Films LLC,Chicago,60653,Black or African American,Female,Black or African American,,Chicago,Mid South,City of Chicago
Chicago Media Project,Chicago,60654,White,Female,White,,Chicago,Downtown,City of Chicago
CMP Invest/Impact LLC,Chicago,60654,White,Male,White,,Chicago,Downtown,City of Chicago
Museum of Broadcast Communications,Chicago,60654,White,Male,White,,Chicago,Downtown,City of Chicago
Yoga Now,Chicago,60654,White,Female,White,,Chicago,Downtown,City of Chicago
Gameplan Creative LLC,Chicago,60654,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Downtown,City of Chicago
Beverly Arts Center,Chicago,60655,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
"Love To Serve, Incorporated",Chicago,60655,Black or African American,Female,Black or African American,,Chicago,Far South,City of Chicago
Matthew Coglianese,Chicago,60655,White,Male,White,,Chicago,Far South,City of Chicago
Jeff Swanson,Chicago,60656,White,Male,White,,Chicago,Northwest,City of Chicago
N/A (Sole proprietorship under the name of Hannah Batsel Fine Art),Chicago,60656,White,Nonbinary,White,,Chicago,Northwest,City of Chicago
The Oriana Singers,Chicago,60657,Asian American,Male,Asian American,,Chicago,North Side,City of Chicago
BRKEnterprises LLC,Chicago,60657,I decline to answer,Female,I decline to answer,,Chicago,North Side,City of Chicago
The Story Theatre,Chicago,60657,Multiple Races,I decline to answer,Multiracial,,Chicago,North Side,City of Chicago
Jennifer Pompa,Chicago,60657,American Indian/Native American or Alaska Native Hispanic or Latino/a/x White,Female,Multiracial,Hispanic or Latino/a/x,Chicago,North Side,City of Chicago
Lower Link,Chicago,60657,Not Listed,Not listed,Not Listed,,Chicago,North Side,City of Chicago
"ComedySportz of Chicago, Inc.",Chicago,60657,White,Male,White,,Chicago,North Side,City of Chicago
"CPA Theatricals, Inc.",Chicago,60657,White,Male,White,,Chicago,North Side,City of Chicago
Elaine Dame,Chicago,60657,White,Female,White,,Chicago,North Side,City of Chicago
Fort Raphael Publishing Company,Chicago,60657,White,Male,White,,Chicago,North Side,City of Chicago
Julia Merchant,Chicago,60657,White,Female,White,,Chicago,North Side,City of Chicago
Kartemquin Educational Films,Chicago,60657,White,Female,White,,Chicago,North Side,City of Chicago
"LCG Entertainment, LLC",Chicago,60657,White,Male,White,,Chicago,North Side,City of Chicago
Spirit of Harmony Foundation,Chicago,60657,White,Female,White,,Chicago,North Side,City of Chicago
"Sports and Media Consultants, Ltd.",Chicago,60657,White,Male,White,,Chicago,North Side,City of Chicago
Stacy McMichael,Chicago,60657,White,Female,White,,Chicago,North Side,City of Chicago
The Music Playhouse of Chicago,Chicago,60657,White,Female,White,,Chicago,North Side,City of Chicago
Theater Unspeakable LLC,Chicago,60657,White,Male,White,,Chicago,North Side,City of Chicago
Timothy Chidester,Chicago,60657,White,Male,White,,Chicago,North Side,City of Chicago
Unlock Audio LLC,Chicago,60657,White,Male,White,,Chicago,North Side,City of Chicago
KARAOKE RESTAURANT AND BAR INC,Chicago,60659,Asian American,Male,Asian American,,Chicago,North Side,City of Chicago
Mandala South Asian Performing Arts,Chicago,60659,Asian American,Female,Asian American,,Chicago,North Side,City of Chicago
united cricket entertainment,Chicago,60659,Asian American,Male,Asian American,,Chicago,North Side,City of Chicago
Shantel Cribbs,Chicago,60659,Black or African American,Female,Black or African American,,Chicago,North Side,City of Chicago
"Incognito, Inc.",Chicago,60659,Black or African American White,Male,Multiracial,,Chicago,North Side,City of Chicago
"Subversion Productions, LLC",Chicago,60659,Middle Eastern or North African (MENA)/Arab American White,Nonbinary,Multiracial,,Chicago,North Side,City of Chicago
Anne-Marie Akin,Chicago,60659,White,Female,White,,Chicago,North Side,City of Chicago
Laura Rook,Chicago,60659,White,Female,White,,Chicago,North Side,City of Chicago
Lucia Lombardi,Chicago,60659,White,Female,White,,Chicago,North Side,City of Chicago
REdance group,Chicago,60659,White,Female,White,,Chicago,North Side,City of Chicago
"MUSIC HOUSE, INC",Chicago,60659,Hispanic or Latino/a/x,Male,,Hispanic or Latino/a/x,Chicago,North Side,City of Chicago
PLAYMAKERS THEATRICAL DESIGN,Chicago,60660,Black or African American,Male,Black or African American,,Chicago,North Side,City of Chicago
Bohemian Theatre Ensemble,Chicago,60660,White,Nonbinary,White,,Chicago,North Side,City of Chicago
Charles Riffenburg,Chicago,60660,White,Male,White,,Chicago,North Side,City of Chicago
Chicago Filmmakers,Chicago,60660,White,Female,White,,Chicago,North Side,City of Chicago
Chicago Gay Men's Chorus,Chicago,60660,White,Male,White,,Chicago,North Side,City of Chicago
City Lit Theater Company,Chicago,60660,White,Male,White,,Chicago,North Side,City of Chicago
Corky Siegel Music Inc.,Chicago,60660,White,Male,White,,Chicago,North Side,City of Chicago
Joanna Furnans,Chicago,60660,White,Female,White,,Chicago,North Side,City of Chicago
Matthew Longbons,Chicago,60660,White,Male,White,,Chicago,North Side,City of Chicago
Monica Benson,Chicago,60660,White,Female,White,,Chicago,North Side,City of Chicago
Pivot Arts Inc.,Chicago,60660,White,Female,White,,Chicago,North Side,City of Chicago
POPUPKARAOKE LLC,Chicago,60660,White,Male,White,,Chicago,North Side,City of Chicago
Redtwist Theatre,Chicago,60660,White,Nonbinary,White,,Chicago,North Side,City of Chicago
Rivendell Theatre Ensemble,Chicago,60660,White,Female,White,,Chicago,North Side,City of Chicago
Sarah Curran,Chicago,60660,White,Female,White,,Chicago,North Side,City of Chicago
Steep Theatre Company,Chicago,60660,White,Male,White,,Chicago,North Side,City of Chicago
Stephanie Preston,Chicago,60660,White,Nonbinary,White,,Chicago,North Side,City of Chicago
Thomas Holland,Chicago,60660,White,Male,White,,Chicago,North Side,City of Chicago
Peak Labs LLC,Chicago,60661,Asian American,Male,Asian American,,Chicago,Downtown,City of Chicago
Jaded Publications LLC,Chicago,60661,Black or African American,Female,Black or African American,,Chicago,Downtown,City of Chicago
CASEY & SON INC,Chicago,60661,I decline to answer,I decline to answer,I decline to answer,,Chicago,Downtown,City of Chicago
"Kerasotes Showplace Theatres, LLC",Chicago,60661,I decline to answer,I decline to answer,I decline to answer,,Chicago,Downtown,City of Chicago
LAKE PARK ENTERTAINMENT LLC,Chicago,60661,I decline to answer,I decline to answer,I decline to answer,,Chicago,Downtown,City of Chicago
THALIA HALL CHICAGO LLC,Chicago,60661,I decline to answer,I decline to answer,I decline to answer,,Chicago,Downtown,City of Chicago
INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE M 2 LOCAL,Chicago,60661,White,Male,White,,Chicago,Downtown,City of Chicago
Chicago Cultural Alliance,Chicago,60661,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Chicago,Downtown,City of Chicago
"Y.B.E, NFP",Chicago,60680,Black or African American,Male,Black or African American,,Chicago,Downtown,City of Chicago
"Major School of Dance, Inc.",Coal City,60416,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Morris Theatre Guild,Morris,60450,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
Pam's Academy of Dance Inc.,Morris,60450,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
"Simpson Business Management, LLC",Morris,60450,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Fox Valley Ballet,Montgomery,60538,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Stephanie's Academy of Dance Inc,Montgomery,60538,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Allegro Ballet of Oswego Educational Association NFP,Oswego,60543,Asian American,Female,Asian American,,z_Not a Top City,Not Chicago,North Central IL
Emporium Merch,Oswego,60543,Asian American,Female,Asian American,,z_Not a Top City,Not Chicago,North Central IL
"Allegro, Inc.",Oswego,60543,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
"Fox River Academy of Music and Art, Inc.",Oswego,60543,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Locked In Photography,Oswego,60543,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Metropolitan Youth Symphony Orchestra,Oswego,60543,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Rose Jarecki dba Gallery's Choice,Yorkville,60560,American Indian/Native American or Alaska Native White,Female,Multiracial,,z_Not a Top City,Not Chicago,North Central IL
"Fox Valley Concert Band of St. Charles, IL",Yorkville,60560,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
Yorkville Performing Arts Center Inc,Yorkville,60560,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Perfect Touch Productions Inc,Kankakee,60901,Black or African American,Male,Black or African American,,z_Not a Top City,Not Chicago,North Central IL
VANCE L PRUITT,Kankakee,60901,Black or African American,Male,Black or African American,,z_Not a Top City,Not Chicago,North Central IL
Kankakee Valley Symphony Orchestra Association,Kankakee,60901,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Little Me Learn & Play Studio Inc,Bourbonnais,60914,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Jeremy D King,Chebanse,60922,Multiple Races,Male,Multiracial,,z_Not a Top City,Not Chicago,North Central IL
Skylark Recording,Rock Island,61201,Black or African American,Male,Black or African American,,z_Not a Top City,Not Chicago,North Central IL
Ballet Quad Cities School of Dance,Rock Island,61201,I decline to answer  White,Female,Multiracial,,z_Not a Top City,Not Chicago,North Central IL
Backwater Gamblers Waterski Club Inc,Rock Island,61201,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
Ballet Quad Cities,Rock Island,61201,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
ROZZ-TOX LLC,Rock Island,61201,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
SK Model Management,Rock Island,61201,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Atlas Entertainment QC,Aledo,61231,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
Myrna Rae's Studio of Dance,Aledo,61231,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Maxx Models & Talent LLC,Moline,61265,Asian American,Female,Asian American,,z_Not a Top City,Not Chicago,North Central IL
Dianne Ramsumair,Moline,61265,Black or African American,Female,Black or African American,,z_Not a Top City,Not Chicago,North Central IL
Ann Hartley,Moline,61265,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Center for Belgian Culture of Western Illinois INC,Moline,61265,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
David A. Zahn,Moline,61265,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
"The Spotlight Theatre, LLC",Moline,61265,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Mercado on 5th INC,Moline,61265,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,z_Not a Top City,Not Chicago,North Central IL
Princeton Theater Group,Princeton,61356,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Orpheum Theatre of Galesburg IL NFP Inc.,Galesburg,61401,I decline to answer,Female,I decline to answer,,z_Not a Top City,Not Chicago,North Central IL
"All That Dance & More, Inc.",Galesburg,61401,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Galesburg Museums Inc.,Galesburg,61401,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Galesburg Symphony Society,Galesburg,61401,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
LightChase Photography Inc.,Galesburg,61401,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
National Stearman Fly-In NFP Inc,Galesburg,61402,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
Henry County Historical Society,Bishop Hill,61419,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
The Bishop Hill Old Settlers Association,Bishop Hill,61419,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Historic Ellisville Restoration Organization (H.E.R.O.),Ellisville,61431,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
"Choral Dynamics of Galesburg, Inc.",Knoxville,61448,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Creations By Carolina,Knoxville,61448,White,I decline to answer,White,,z_Not a Top City,Not Chicago,North Central IL
shaiking mathis,Macomb,61455,Black or African American,Male,Black or African American,,z_Not a Top City,Not Chicago,North Central IL
lakeview prairie labyrinth,Macomb,61455,I decline to answer,Female,I decline to answer,,z_Not a Top City,Not Chicago,North Central IL
Christopher Vallillo,Macomb,61455,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
Buchanan Center for the Arts,Monmouth,61462,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Warren County Historical Society,Monmouth,61462,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
"IDo Events, Inc",Brimfield,61517,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
"Creative Soul-Create*Connect*Shop, LLC",Dunlap,61525,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Elmwood Theatre Company,Elmwood,61529,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
Susie Ryan Pottery,Metamora,61548,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Harrmann Designs,Morton,61550,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
PEKIN CIVIC CHORUS,Pekin,61554,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Samantha Kara,Pekin,61554,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
American Federation of Musicians Local 301,Pekin,61555,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
N/A,Princeville,61559,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
CF Photography,Washington,61571,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
"Gym Corner, LTD",Washington,61571,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Washington Area Community Center,Washington,61571,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Progressive Innovations LTD,Peoria,61602,White Multiple Races,Male,Multiracial,,Peoria,Not Chicago,North Central IL
Peoria Art Guild,Peoria,61602,White,Female,White,,Peoria,Not Chicago,North Central IL
Peoria Riverfront Museum,Peoria,61602,White,Male,White,,Peoria,Not Chicago,North Central IL
"The Waterhouse, Inc.",Peoria,61602,White,Male,White,,Peoria,Not Chicago,North Central IL
Peoria Forrest Hill Development Company,Peoria,61604,White,Male,White,,Peoria,Not Chicago,North Central IL
Corn Stock Theatre,West Peoria,61604,White,Male,White,,z_Not a Top City,Not Chicago,North Central IL
Raw Hit Entertainment,Peoria,61605,Black or African American,Male,Black or African American,,Peoria,Not Chicago,North Central IL
"Eastlight Theatre, Inc.",East Peoria,61611,I decline to answer,I decline to answer,I decline to answer,,z_Not a Top City,Not Chicago,North Central IL
Abandoned Art for Sale,East Peoria,61611,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Peoria Players Theatre,Peoria,61614,White,Female,White,,Peoria,Not Chicago,North Central IL
Reed Studios,Peoria,61614,White,Female,White,,Peoria,Not Chicago,North Central IL
Community Children's Theatre,Peoria,61615,White,Male,White,,Peoria,Not Chicago,North Central IL
"Cornerstone Academy of Performing Arts, Inc",Peoria,61615,White,Female,White,,Peoria,Not Chicago,North Central IL
Peoria Area Civic Chorale,Peoria,61615,White,Female,White,,Peoria,Not Chicago,North Central IL
WALLCANDY AND COMPANY INC.,Peoria,61615,White,Female,White,,Peoria,Not Chicago,North Central IL
McLean County Dance Association,Bloomington,61701,I decline to answer,I decline to answer,I decline to answer,,Bloomington,Not Chicago,North Central IL
33rd Illinois Volunteer Regiment Band,Bloomington,61701,White,Male,White,,Bloomington,Not Chicago,North Central IL
Castle Productions LLC,Bloomington,61701,White,Male,White,,Bloomington,Not Chicago,North Central IL
Cultural Festival Incorporated,Bloomington,61704,Black or African American,Male,Black or African American,,Bloomington,Not Chicago,North Central IL
"MIOpera, Inc.",Bloomington,61704,Black or African American White Multiple Races,Male,Multiracial,,Bloomington,Not Chicago,North Central IL
"Carl's Pro Band, Inc.",Bloomington,61704,White,Male,White,,Bloomington,Not Chicago,North Central IL
Maria Alejandra Rodriguez,Bloomington,61704,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,Bloomington,Not Chicago,North Central IL
Dan Hubbard,Bloomington,61705,White,Male,White,,Bloomington,Not Chicago,North Central IL
Bloomington Chapter No. 1 of SPEBSQSA,Normal,61761,I decline to answer,Nonbinary,I decline to answer,,z_Not a Top City,Not Chicago,North Central IL
Illinois Art Station,Normal,61761,White,Female,White,,z_Not a Top City,Not Chicago,North Central IL
Kenneth Humble,Dekalb,60115,Black or African American,Male,Black or African American,,z_Not a Top City,Not Chicago,Northwest IL
DeKalb Festival Chorus,Dekalb,60115,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
Joseph F Glidden Homestead & Historical Center,Dekalb,60115,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
"Preservation of Egyptian Theatre, Inc.",Dekalb,60115,White,Male,White,,z_Not a Top City,Not Chicago,Northwest IL
Skateboard love LLC,Dekalb,60115,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
DeKalb County History Center,Sycamore,60178,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
KVAL NFP,Sycamore,60178,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
Hinckley Historical Society,Hinckley,60520,White,Male,White,,z_Not a Top City,Not Chicago,Northwest IL
"LK Events, LLC",Hinsdale,60521,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
Tiny Toes Music LLC,Hinsdale,60521,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
Indian Valley Theatre,Sandwich,60548,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
Boone County Historical Society,Belvidere,61008,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
ANT Freight and Logistics,Belvidere,61008,Hispanic or Latino/a/x,Female,,Hispanic or Latino/a/x,z_Not a Top City,Not Chicago,Northwest IL
Back Country Roads,Byron,61010,White,Male,White,,z_Not a Top City,Not Chicago,Northwest IL
GYMNASTICS DIVINE INC NFP,Dixon,61021,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
Freeport Arts Center,Freeport,61032,White,Male,White,,z_Not a Top City,Not Chicago,Northwest IL
Glow,Freeport,61032,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
John Hartman Music Services,Freeport,61032,White,Male,White,,z_Not a Top City,Not Chicago,Northwest IL
Charlotte Arvelle Glass,Mount Carroll,61053,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
David Dibbles,Oregon,61061,White,Male,White,,z_Not a Top City,Not Chicago,Northwest IL
"Polo Area Community Theatre, NFP",Polo,61064,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
Savanna Historical Society NFP,Savanna,61074,White,Male,White,,z_Not a Top City,Not Chicago,Northwest IL
Woodlawn Arts Academy,Sterling,61081,Asian American Black or African American Hispanic or Latino/a/x White Multiple Races,Female,Multiracial,Hispanic or Latino/a/x,z_Not a Top City,Not Chicago,Northwest IL
JB Inflatables Inc.,Winnebago,61088,White,Male,White,,z_Not a Top City,Not Chicago,Northwest IL
CLETAS STAY AND SEW,Rockford,61101,Black or African American,Female,Black or African American,,Rockford,Not Chicago,Northwest IL
Klehm Arboretum and Botanic Garden,Rockford,61102,White,Male,White,,Rockford,Not Chicago,Northwest IL
Severson Dells Education Foundation,Rockford,61102,White,Female,White,,Rockford,Not Chicago,Northwest IL
Tinker Swiss Cottage Museum,Rockford,61102,White,Female,White,,Rockford,Not Chicago,Northwest IL
Discovery Center Museum of Rockford Inc,Rockford,61103,White,Female,White,,Rockford,Not Chicago,Northwest IL
"Rockford Symphony Orchestras, Inc.",Rockford,61103,White,Female,White,,Rockford,Not Chicago,Northwest IL
The Music Academy NFP,Rockford,61104,White,Female,White,,Rockford,Not Chicago,Northwest IL
"Buzy Bee Enterprises LLC, DBA - Bennie's Dry Cleaning and Laundry Services",Rockford,61107,Asian American,Female,Asian American,,Rockford,Not Chicago,Northwest IL
Anderson Japanese Gardens,Rockford,61107,White,Male,White,,Rockford,Not Chicago,Northwest IL
"Artists’ Ensemble Theater, N.F.P.",Rockford,61107,White,Male,White,,Rockford,Not Chicago,Northwest IL
Midway Village & Museum Center,Rockford,61107,White,Male,White,,Rockford,Not Chicago,Northwest IL
FRIENDS OF THE CORONADO,Rockford,61110,White,Female,White,,Rockford,Not Chicago,Northwest IL
The West Side Show Room,Rockford,61110,White,Nonbinary,White,,Rockford,Not Chicago,Northwest IL
"The Studio, LLC",Rockford,61112,White,Male,White,,Rockford,Not Chicago,Northwest IL
Laurent House Foundation Inc,Rockford,61114,White,Female,White,,Rockford,Not Chicago,Northwest IL
Ron Lipski,Machesney Park,61115,White,Male,White,,z_Not a Top City,Not Chicago,Northwest IL
Vincent J Chiarelli,Machesney Park,61115,White,Male,White,,z_Not a Top City,Not Chicago,Northwest IL
"Vincent Records, Inc.",Machesney Park,61115,White,Male,White,,z_Not a Top City,Not Chicago,Northwest IL
Ashley Erickson,Fulton,61252,White,Female,White,,z_Not a Top City,Not Chicago,Northwest IL
Country Theatre Workshop,Cissna Park,60924,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Kegan DePatis,Donovan,60931,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
DENNIS G SKINNER,Paxton,60957,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Dancepiration Dance Academy,Watseka,60970,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Iroquois County Historical Society,Watseka,60970,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
P.T. Murphy Magic,Galena,61036,I decline to answer,Male,I decline to answer,,z_Not a Top City,Not Chicago,South Central IL
carolbel designs,Galena,61036,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
LaVern A Suess,Galena,61036,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Theresa Larsen-Young LMT / Sound Sanctuary Galena,Galena,61036,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
"Timeless Art Tattoo Studio, LLC",Hanover,61041,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
Council Hill Station Inc,Scales Mound,61075,White,Male,White,,z_Not a Top City,Not Chicago,South Central IL
Amy May Photography,Stockton,61085,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
"Skeletal Lightning, LLC",Urbana,61801,Asian American White,Male,Multiracial,,z_Not a Top City,Not Chicago,South Central IL
Creative Inovations LLC,Urbana,61801,White Multiple Races,Male,Multiracial,,z_Not a Top City,Not Chicago,South Central IL
Jeffrey Glassman,Urbana,61801,White Multiple Races Not Listed,Male,Multiracial,,z_Not a Top City,Not Chicago,South Central IL
Amara Yoga & Arts,Urbana,61801,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
"Champaign-Urbana Adventures in Time and Space, LLC",Urbana,61801,White,Female,White,,z_Not a Top City,Not Chicago,South Central IL
